tweet_id,created_at,tweet,category,sentiment,combined
1467048689738792960,2021-12-04 08:30:38+00:00,"My partner's younger brother used to work at Hoyts so I hadn't paid for movie tickets for years.  Now that gravy train has ended, I know why people don't go to the movies anymore. Dune better be good"
1467051723860561922,2021-12-04 08:42:42+00:00,Re-creating myself with a narrative of #Dune by watching the movie. The original.
1467052209233870848,2021-12-04 08:44:37+00:00,Am I the only one who thought that movie dune was boring and dreadful
1467055278680018948,2021-12-04 08:56:49+00:00,"No idea why David Lynch did what he did to Robert Jordan's ""Duncan Idaho"".  Maybe there was a sequel in the works but so much money went into making this without a return, so killed off. At least he kept Fayed. Maybe current Dune version will introduce Fayed in the next movie."
1467057678321008642,2021-12-04 09:06:21+00:00,the old dune movie wouldn’t have had such a mixed reception they’d have just called it “David Lynch Does Dune” instead
1467058965070565376,2021-12-04 09:11:28+00:00,Dune goes hard  incredible movie
1467060020521041921,2021-12-04 09:15:40+00:00,"Oh, btw. Dune 🤌🤌🤌  Up there with Fight Club in terms of book to movie adaptations."
1467063308872126464,2021-12-04 09:28:44+00:00,Wow. I'm blown away by #Dune. This movie really shows you why cinema is still a thing that needs to exist. You can not watch this movie for the first time on a tv or laptop and get the same feeling. The impact and immersion you get from seeing this one the big screen is unmatched
1467067222870929415,2021-12-04 09:44:17+00:00,"It’s not just poor sound in movies, it’s light — Dune and Bond couldn’t be more different but they were both so dim  And TV too! Foundation was half mumbled. I had to keep the subtitles on https://t.co/SVqdVR1STE"
1467069161859813378,2021-12-04 09:51:59+00:00,Watching Dune and the cinema lost power due to lightning strike. Just chilling waiting for the movie to start again https://t.co/g6FLpAtQUS
1467071773262766080,2021-12-04 10:02:22+00:00,"I'm only an hour or so into #Dune with zero previous knowledge and boy, this movie's Arabic &amp; Middle-Eastern elements caught me by surprise."
1467071968125984769,2021-12-04 10:03:08+00:00,"Watching the early #Dune movie. And yes, it's worse than I remember."
1467072909730406402,2021-12-04 10:06:53+00:00,"#NowWatching @9Gem DUNE (1984). It is a pug movie, I just realised. https://t.co/gduVB6crh8"
1467073771966124033,2021-12-04 10:10:18+00:00,@BenatarSeaOrg Dune is a movie about a twink that loves doing drugs. Just can't get enough of them. Absolutely goes wild on the bad stuff
1467075939251023874,2021-12-04 10:18:55+00:00,"#Dune:  Perhaps the best sci-fi movie ever made.  The ""fiction"" is blended so perfectly into the visuals that you are absorbed into the film.  And #Villeneuve creates the most beautiful scenes I've ever seen...stunning like Arrival and Blade runner 2049.  Wow."
